customer_id,recency,frequency,monetary,R,F,M,RFM_score
14247,278,1,136.76999999999998,1,1,1,3
14248,318,1,302.58,1,1,2,4
14250,7,3,1904.05,5,3,4,12
14251,1,5,2879.7000000000003,5,4,5,14
14256,260,2,969.0600000000001,1,3,4,8
14257,64,5,3099.7200000000003,3,4,5,12
14258,9,9,12669.98,5,5,5,15
14259,141,1,120.0,2,1,1,4
14261,50,2,1163.45,3,3,4,10
14262,8,8,2618.23,5,5,5,15
14264,154,2,333.97,2,3,2,7
14265,109,2,530.18,2,3,3,8
14267,162,3,1516.24,2,3,4,9
14270,331,1,492.65000000000003,1,1,3,5
14271,225,1,112.32,1,1,1,3
14272,73,2,437.96,2,3,2,7
14273,51,4,559.97,3,4,3,10
14276,98,3,1119.74,2,3,4,9
14277,15,3,4216.2,4,3,5,12
14280,196,1,134.04,1,1,1,3
14282,3,15,3729.34,5,5,5,15
14284,30,2,595.25,4,3,3,10
14285,21,4,1910.01,4,4,4,12
14286,23,3,4628.75,4,3,5,12
14287,8,3,176.63,5,3,1,9
14288,213,1,426.6,1,1,2,4
14289,8,6,911.26,5,5,3,13
14290,11,5,2314.65,5,4,5,14
14291,1,11,3883.25,5,5,5,15
14292,7,9,4871.93,5,5,5,15
14293,3,4,1046.56,5,4,4,13
14295,40,1,166.20000000000002,3,1,1,5
14297,17,4,1305.33,4,4,4,12
14298,8,44,51527.3,5,5,5,15
14299,8,9,3965.62,5,5,5,15
14300,18,1,43.2,4,1,1,6
14301,117,1,640.14,2,1,3,6
14304,222,1,383.45,1,1,2,4
14305,71,3,1858.96,3,3,4,10
14306,51,2,2093.32,3,3,5,11
14307,88,6,2995.72,2,5,5,12
14309,8,9,2352.53,5,5,5,15
14311,242,1,310.26,1,1,2,4
14312,46,6,1611.59,3,5,4,12
14314,106,1,120.0,2,1,1,4
14315,44,6,2481.13,3,5,5,13
14317,64,1,508.58000000000004,3,1,3,7
14320,206,2,477.79,1,3,2,6
14321,10,5,1530.75,5,4,4,13
14323,114,2,605.0600000000001,2,3,3,8
14326,242,1,183.85,1,1,1,3
14327,163,1,311.65,2,1,2,5
14329,17,7,5014.84,4,5,5,14
14331,124,2,462.65999999999997,2,3,2,7
14332,22,3,866.31,4,3,3,10
14333,67,1,415.2,3,1,2,6
14334,16,8,2552.21,4,5,5,14
14335,16,2,468.26,4,3,2,9
14336,16,4,1614.91,4,4,4,12
14338,161,2,588.22,2,3,3,8
14339,242,1,309.52,1,1,2,4
14340,218,1,134.7,1,1,1,3
14341,45,8,2182.28,3,5,5,13
14342,21,4,668.5600000000001,4,4,3,11
14344,127,8,889.9300000000001,2,5,3,10
14345,38,1,108.97999999999999,3,1,1,5
14346,120,2,1021.58,2,3,4,9
14348,260,1,409.57,1,1,2,4
14349,10,1,133.5,5,1,1,7
14350,274,1,282.93,1,1,2,4
14351,164,1,51.0,2,1,1,4
14352,157,4,1078.96,2,4,4,10
14353,215,1,90.6,1,1,1,3
14354,5,2,163.62,5,3,1,9
14355,365,1,174.4,1,1,1,3
14356,79,2,701.23,2,3,3,8
14357,43,1,225.77,3,1,1,5
14359,19,3,912.18,4,3,3,10
14360,31,4,2128.23,4,4,5,13
14362,22,1,161.2,4,1,1,6
14364,108,8,3717.35,2,5,5,12
14367,8,16,9261.52,5,5,5,15
14368,319,1,155.0,1,1,1,3
14371,295,1,100.5,1,1,1,3
14373,358,1,76.55,1,1,1,3
14375,185,1,257.68,1,1,2,4
14377,191,2,617.05,1,3,3,7
14379,44,2,348.1,3,3,2,8
14381,52,1,202.68,3,1,1,5
14382,26,1,626.0699999999999,4,1,3,8
14383,38,3,1247.69,3,3,4,10
14385,9,3,202.11,5,3,1,9
14386,296,1,142.4,1,1,1,3
14387,32,3,1770.56,4,3,4,11
14388,10,8,3212.84,5,5,5,15
14389,65,2,1043.46,3,3,4,10
14390,10,9,4652.82,5,5,5,15
14393,218,1,67.95,1,1,1,3
14395,2,9,3507.71,5,5,5,15
14396,65,2,487.99,3,3,2,8
14397,2,19,2612.96,5,5,5,15
14400,149,1,574.7,2,1,3,6
14401,4,13,4051.48,5,5,5,15
14403,130,4,1475.81,2,4,4,10
14404,33,6,1474.32,3,5,4,12
14406,119,1,156.75,2,1,1,4
14407,107,6,2157.73,2,5,5,12
14408,10,7,2606.53,5,5,5,15
14409,71,6,2059.4500000000003,3,5,5,13
14410,92,9,1105.07,2,5,4,11
14411,310,1,1063.0,1,1,4,6
14412,42,2,770.03,3,3,3,9
14413,362,1,122.7,1,1,1,3
14414,91,7,1496.98,2,5,4,11
14415,1,13,5900.28,5,5,5,15
14416,22,2,490.22,4,3,3,10
14418,3,3,1937.25,5,3,4,12
14419,10,6,1058.06,5,5,4,14
14420,99,1,387.52,2,1,2,5
14421,57,2,813.11,3,3,3,9
14422,0,6,4263.64,5,5,5,15
14423,218,1,265.2,1,1,2,4
14424,17,1,322.08,4,1,2,7
14426,23,10,4481.67,4,5,5,14
14427,50,2,363.34000000000003,3,3,2,8
14428,7,5,1244.83,5,4,4,13
14431,302,1,470.36,1,1,2,4
14432,9,6,2255.51,5,5,5,15
14434,21,6,1372.8,4,5,4,13
14436,98,1,89.06,2,1,1,4
14437,365,1,63.0,1,1,1,3
14438,306,1,131.9,1,1,1,3
14439,319,1,2661.24,1,1,5,7
14440,8,5,2357.6800000000003,5,4,5,14
14441,0,4,1712.89,5,4,4,13
14442,204,2,1589.82,1,3,4,8
14443,53,4,1420.2,3,4,4,11
14446,0,4,1039.58,5,4,4,13
14447,18,5,1163.23,4,4,4,12
14448,9,2,375.35,5,3,2,10
14449,18,4,907.1,4,4,3,11
14450,180,3,483.25,1,3,2,6
14451,60,2,662.59,3,3,3,9
14452,10,2,264.44,5,3,2,10
14453,190,1,119.93,1,1,1,3
14456,5,9,3062.4,5,5,5,15
14457,310,1,113.64,1,1,1,3
14459,155,1,1837.92,2,1,4,7
14460,110,3,434.34,2,3,2,7
14461,148,3,2103.06,2,3,5,10
14462,66,11,2004.02,3,5,4,12
14463,98,3,529.62,2,3,3,8
14465,246,3,1058.6200000000001,1,3,4,8
14466,29,7,2272.4,4,5,5,14
14467,17,4,598.76,4,4,3,11
14470,11,2,461.19,5,3,2,10
14472,103,8,1936.84,2,5,4,11
14473,74,2,234.34000000000003,2,3,1,6
14474,46,1,547.66,3,1,3,7
14475,71,3,925.85,3,3,3,9
14476,257,1,215.7,1,1,1,3
14477,19,4,1309.6,4,4,4,12
14479,253,2,316.25,1,3,2,6
14480,11,1,279.05,5,1,2,8
14481,164,2,636.51,2,3,3,8
14482,18,6,2068.15,4,5,5,14
14483,281,1,137.1,1,1,1,3
14484,50,1,321.92,3,1,2,6
14485,38,1,165.75,3,1,1,5
14487,26,6,1196.33,4,5,4,13
14488,67,1,1064.28,3,1,4,8
14489,207,1,463.38,1,1,2,4
14491,175,2,340.93,2,3,2,7
14493,7,5,2383.2400000000002,5,4,5,14
14494,25,1,139.56,4,1,1,6
14495,50,2,123.8,3,3,1,7
14496,311,2,538.8100000000001,1,3,3,7
14497,309,1,475.37,1,1,2,4
14498,42,5,1957.32,3,4,4,11
14499,26,3,815.32,4,3,3,10
14500,88,3,356.85,2,3,2,7
14501,183,2,251.21,1,3,2,6
14502,19,11,2470.67,4,5,5,14
14503,3,6,3543.26,5,5,5,15
14504,47,4,673.26,3,4,3,10
14505,17,8,5905.64,4,5,5,14
14506,17,5,2012.17,4,4,4,12
14507,23,6,1383.18,4,5,4,13
14508,22,2,276.42,4,3,2,9
14511,11,5,1314.81,5,4,4,13
14512,187,2,275.28,1,3,2,6
14513,100,3,455.59000000000003,2,3,2,7
14514,61,3,1055.35,3,3,4,10
14515,17,6,2102.09,4,5,5,14
14517,33,2,330.45,3,3,2,8
14518,64,1,174.37,3,1,1,5
14520,1,2,270.6,5,3,2,10
14522,24,4,974.54,4,4,4,12
14523,108,1,241.09,2,1,1,4
14524,31,9,1867.68,4,5,4,13
14525,19,9,4332.2,4,5,5,14
14527,2,55,8508.82,5,5,5,15
14528,37,1,364.21999999999997,3,1,2,6
14529,60,3,620.04,3,3,3,9
14530,25,6,2925.91,4,5,5,14
14532,236,4,932.85,1,4,3,8
14533,24,7,1949.72,4,5,4,13
14534,2,18,4447.05,5,5,5,15
14535,60,3,2864.19,3,3,5,11
14536,259,1,171.8,1,1,1,3
14537,57,1,355.56,3,1,2,6
14538,64,2,388.25,3,3,2,8
14539,15,2,537.48,4,3,3,10
14540,9,3,996.26,5,3,4,12
14541,58,8,1461.65,3,5,4,12
14542,185,1,103.25,1,1,1,3
14543,28,16,3630.33,4,5,5,14
14544,24,2,2024.45,4,3,4,11
14546,5,5,2578.09,5,4,5,14
14547,3,8,4007.54,5,5,5,15
14548,150,2,652.8,2,3,3,8
14549,311,1,289.24,1,1,2,4
14550,10,2,765.62,5,3,3,11
14551,18,2,186.23,4,3,1,8
14552,151,1,165.07,2,1,1,4
14553,19,5,859.27,4,4,3,11
14554,10,4,2381.04,5,4,5,14
14555,57,2,324.14,3,3,2,8
14557,85,1,788.38,2,1,3,6
14560,7,22,2237.77,5,5,5,15
14561,75,3,1080.76,2,3,4,9
14562,3,18,5074.77,5,5,5,15
14565,95,4,3099.12,2,4,5,11
14566,110,1,1432.0,2,1,4,7
14567,56,2,1530.3600000000001,3,3,4,10
14569,1,1,227.39,5,1,1,7
14570,280,2,218.06,1,3,1,5
14572,3,7,2832.84,5,5,5,15
14573,179,9,1653.42,2,5,4,11
14576,372,1,35.400000000000006,1,1,1,3
14577,12,4,859.71,5,4,3,12
14578,3,1,168.63,5,1,1,7
14581,16,1,138.6,4,1,1,6
14582,40,1,114.11,3,1,1,5
14583,5,5,1052.55,5,4,4,13
14584,169,4,1042.26,2,4,4,10
14585,50,1,157.05,3,1,1,5
14586,276,1,237.36,1,1,1,3
14587,18,9,1601.14,4,5,4,13
14589,371,1,39.75,1,1,1,3
14591,15,4,1447.14,4,4,4,12
14592,35,3,570.46,3,3,3,9
14593,21,3,617.99,4,3,3,10
14594,7,2,379.83,5,3,2,10
14595,19,6,1740.6,4,5,4,13
14597,11,2,883.15,5,3,3,11
14598,44,1,221.97,3,1,1,5
14600,305,1,393.33000000000004,1,1,2,4
14601,10,1,213.96,5,1,1,7
14603,274,1,660.0,1,1,3,5
14606,1,93,12156.65,5,5,5,15
14607,15,14,16569.5,4,5,5,14
14608,4,4,1785.15,5,4,4,13
14609,72,4,601.56,2,4,3,9
14616,242,3,406.08000000000004,1,3,2,6
14618,9,3,553.44,5,3,3,11
14619,245,1,394.44,1,1,2,4
14620,205,2,412.78000000000003,1,3,2,6
14621,1,5,1788.3600000000001,5,4,4,13
14622,184,1,320.58000000000004,1,1,2,4
14623,32,5,889.25,4,4,3,11
14624,57,2,225.85,3,3,1,7
14625,196,2,899.63,1,3,3,7
14626,23,4,2791.27,4,4,5,13
14628,91,2,671.96,2,3,3,8
14629,4,2,959.01,5,3,4,12
14631,50,3,1006.98,3,3,4,10
14632,262,1,114.56,1,1,1,3
14633,266,1,344.90000000000003,1,1,2,4
14636,36,2,609.85,3,3,3,9
14638,50,1,443.6,3,1,2,6
14639,52,6,2984.49,3,5,5,13
14640,24,6,2125.08,4,5,5,14
14641,21,1,110.46,4,1,1,6
14642,58,1,96.12,3,1,1,5
14643,170,2,693.8100000000001,2,3,3,8
14644,67,2,830.76,3,3,3,9
14645,156,2,597.09,2,3,3,8
14646,1,74,280206.02,5,5,5,15
14647,201,1,243.22,1,1,1,3
14649,4,4,1417.29,5,4,4,13
14651,67,2,654.6,3,3,3,9
14652,77,1,114.18,2,1,1,4
14653,1,7,1947.55,5,5,4,14
14655,8,4,1932.23,5,4,4,13
14656,169,2,291.05,2,3,2,7
14657,17,4,848.22,4,4,3,11
14658,5,2,247.15,5,3,1,9
14659,8,9,2529.93,5,5,5,15
14660,86,2,285.74,2,3,2,7
14661,26,1,107.95,4,1,1,6
14662,28,4,771.17,4,4,3,11
14664,19,2,637.89,4,3,3,10
14665,60,5,1835.7,3,4,4,11
14666,24,1,195.25,4,1,1,6
14667,10,25,9241.2,5,5,5,15
14669,241,3,1269.99,1,3,4,8
14670,280,2,411.53,1,3,2,6
14672,234,2,765.55,1,3,3,7
14673,3,5,1736.4,5,4,4,13
14675,16,1,604.75,4,1,3,8
14676,31,6,2548.2400000000002,4,5,5,14
14680,25,16,28754.11,4,5,5,14
14681,71,3,498.95,3,3,3,9
14682,187,2,52.0,1,3,1,5
14684,25,5,1236.28,4,4,4,12
14687,106,1,628.38,2,1,3,6
14688,7,21,5630.87,5,5,5,15
14689,208,1,112.8,1,1,1,3
14690,44,2,371.7,3,3,2,8
14691,30,5,2114.33,4,4,5,13
14692,137,4,591.55,2,4,3,9
14693,264,1,172.9,1,1,1,3
14696,4,7,2078.95,5,5,5,15
14697,218,2,188.60999999999999,1,3,1,5
14698,1,5,1250.76,5,4,4,13
14699,214,1,109.13000000000001,1,1,1,3
14700,32,3,2235.3,4,3,5,12
14701,10,9,2549.37,5,5,5,15
14702,1,17,3292.14,5,5,5,15
14703,14,1,318.17,4,1,2,7
14704,11,9,1546.91,5,5,4,14
14705,198,1,179.0,1,1,1,3
14708,2,3,1126.37,5,3,4,12
14709,15,13,4921.04,4,5,5,14
14710,14,4,606.13,4,4,3,11
14711,10,11,2868.8,5,5,5,15
14712,29,3,917.07,4,3,3,10
14713,9,11,2666.36,5,5,5,15
14714,24,1,160.19,4,1,1,6
14715,24,4,867.38,4,4,3,11
14716,43,2,329.68,3,3,2,8
14719,1,5,1602.13,5,4,4,13
14720,5,3,663.81,5,3,3,11
14722,147,1,187.92000000000002,2,1,1,4
14723,10,6,1158.3,5,5,4,14
14725,24,1,718.08,4,1,3,8
14727,274,1,268.58,1,1,2,4
14729,373,1,313.49,1,1,2,4
14730,1,8,2005.06,5,5,4,14
14731,47,3,380.02,3,3,2,8
14732,8,8,2702.4900000000002,5,5,5,15
14733,16,12,9585.91,4,5,5,14
14735,3,32,6065.69,5,5,5,15
14737,3,3,1164.55,5,3,4,12
14738,42,7,1314.45,3,5,4,12
14739,4,7,3902.28,5,5,5,15
14740,197,3,1448.21,1,3,4,8
14741,11,6,1400.34,5,5,4,14
14744,16,7,1099.98,4,5,4,13
14745,112,5,1220.26,2,4,4,10
14747,249,1,328.2,1,1,2,4
14748,29,5,1415.75,4,4,4,12
14752,43,1,389.64,3,1,2,6
14753,87,1,563.15,2,1,3,6
14754,44,2,638.05,3,3,3,9
14755,9,11,5010.28,5,5,5,15
14756,15,1,738.96,4,1,3,8
14757,75,1,420.5,2,1,2,5
14758,144,4,1484.06,2,4,4,10
14759,4,3,1625.97,5,3,4,12
14760,297,1,89.2,1,1,1,3
14761,58,2,255.9,3,3,2,8
14762,263,1,300.52,1,1,2,4
14764,46,1,278.3,3,1,2,6
14765,29,3,254.11,4,3,2,9
14766,8,6,2473.37,5,5,5,15
14768,17,2,192.60000000000002,4,3,1,8
14769,2,8,10674.75,5,5,5,15
14770,232,2,876.42,1,3,3,7
14772,112,1,139.26,2,1,1,4
14775,58,3,1011.9,3,3,4,10
14776,51,11,2538.3,3,5,5,13
14778,127,2,730.86,2,3,3,8
14779,280,3,386.15,1,3,2,6
14780,54,2,447.68,3,3,2,8
14782,319,1,200.10000000000002,1,1,1,3
14784,26,2,289.99,4,3,2,9
14785,10,2,77.4,5,3,1,9
14788,7,2,679.4399999999999,5,3,3,11
14789,28,1,197.64,4,1,1,6
14790,16,4,745.06,4,4,3,11
14792,63,1,6.2,3,1,1,5
14793,21,1,228.99,4,1,1,6
14794,2,7,1319.91,5,5,4,14
14795,166,1,131.45000000000002,2,1,1,4
14796,1,17,8022.49,5,5,5,15
14798,52,3,173.74,3,3,1,7
14799,51,1,157.7,3,1,1,5
14800,47,12,4339.74,3,5,5,13
14801,61,1,193.14,3,1,1,5
14803,162,3,845.55,2,3,3,8
14804,8,1,353.27,5,1,2,8
14805,15,4,554.65,4,4,3,11
14806,75,1,193.39000000000001,2,1,1,4
14808,39,8,2741.17,3,5,5,13
14810,40,11,2087.88,3,5,5,13
14813,369,2,155.43,1,3,1,5
14815,36,2,778.5,3,3,3,9
14816,197,1,271.85,1,1,2,4
14817,200,2,1110.34,1,3,4,8
14818,73,3,657.8,2,3,3,8
14819,64,2,272.07,3,3,2,8
14820,21,4,507.29,4,4,3,11
14821,366,1,48.800000000000004,1,1,1,3
14823,180,3,321.43,1,3,2,6
14824,10,4,1127.71,5,4,4,13
14825,3,12,2226.91,5,5,5,15
14828,196,3,2139.76,1,3,5,9
14829,29,4,697.55,4,4,3,11
14830,53,1,197.13,3,1,1,5
14834,17,6,1720.3,4,5,4,13
14836,10,3,102.44999999999999,5,3,1,9
14837,89,4,1649.5,2,4,4,10
14840,267,1,62.85,1,1,1,3
14841,53,6,3295.76,3,5,5,13
14842,43,4,2824.69,3,4,5,12
14844,63,4,3189.81,3,4,5,12
14847,148,1,309.4,2,1,2,5
14849,21,25,7930.54,4,5,5,14
14850,311,1,325.75,1,1,2,4
14851,23,2,511.35,4,3,3,10
14852,58,6,2836.69,3,5,5,13
14853,24,2,475.8,4,3,2,9
14854,78,7,2759.83,2,5,5,12
14855,119,2,645.65,2,3,3,8
14856,36,3,1311.3799999999999,3,3,4,10
14857,59,2,1173.12,3,3,4,10
14859,12,4,1353.74,5,4,4,13
14860,19,1,170.32,4,1,1,6
14861,52,1,125.79,3,1,1,5
14862,25,2,841.1999999999999,4,3,3,10
14863,29,1,266.76,4,1,2,7
14865,7,2,52.2,5,3,1,9
14866,10,12,14389.9,5,5,5,15
14867,185,3,710.28,1,3,3,7
14868,3,8,2953.59,5,5,5,15
14869,8,2,725.7,5,3,3,11
14870,261,1,327.25,1,1,2,4
14871,3,4,522.38,5,4,3,12
14873,210,1,519.68,1,1,3,5
14875,107,2,1465.3200000000002,2,3,4,9
14878,12,9,1485.54,5,5,4,14
14880,77,3,706.19,2,3,3,8
14881,19,1,255.4,4,1,2,7
14882,26,2,589.7,4,3,3,10
14883,18,6,761.59,4,5,3,12
14885,131,1,765.3199999999999,2,1,3,6
14886,252,1,364.8,1,1,2,4
14887,79,1,1862.0,2,1,4,7
14888,207,1,369.2,1,1,2,4
14889,336,1,135.9,1,1,1,3
14890,253,1,125.65,1,1,1,3
14891,148,2,554.38,2,3,3,8
14893,9,2,1237.8500000000001,5,3,4,12
14894,85,1,655.75,2,1,3,6
14895,7,20,11138.710000000001,5,5,5,15
14896,204,2,468.77000000000004,1,3,2,6
14897,7,4,1366.38,5,4,4,13
14898,23,6,1303.52,4,5,4,13
14901,11,9,1421.29,5,5,4,14
14902,25,1,332.66,4,1,2,7
14903,21,5,2810.63,4,4,5,13
14904,2,2,1025.44,5,3,4,12
14905,157,2,616.15,2,3,3,8
14907,3,7,3501.1,5,5,5,15
14908,74,1,277.8,2,1,2,5
14910,2,4,434.35,5,4,2,11
14911,1,201,143825.06,5,5,5,15
14912,16,2,867.85,4,3,3,10
14913,35,4,1227.43,3,4,4,11
14915,91,2,307.48,2,3,2,7
14916,70,4,1268.98,3,4,4,11
14918,115,2,1610.15,2,3,4,9
14920,212,2,977.77,1,3,4,8
14921,30,2,1316.07,4,3,4,11
14923,50,1,749.1,3,1,3,7
14924,245,1,310.05,1,1,2,4
14929,32,1,223.88,4,1,1,6
14930,108,3,2372.86,2,3,5,10
14931,4,5,1257.68,5,4,4,13
14932,365,1,363.53,1,1,2,4
14934,81,2,1890.94,2,3,4,9
14935,297,1,1784.71,1,1,4,6
14936,33,8,8137.02,3,5,5,13
14937,56,3,1621.88,3,3,4,10
14944,29,12,5900.25,4,5,5,14
14946,14,1,100.9,4,1,1,6
14947,72,2,290.82,2,3,2,7
14948,23,6,1101.97,4,5,4,13
14950,19,1,371.2,4,1,2,7
14951,79,1,311.69,2,1,2,5
14952,59,11,8099.49,3,5,5,13
14953,25,1,289.82,4,1,2,7
14954,12,1,336.17,5,1,2,8
14957,253,1,58.49,1,1,1,3
14958,147,3,499.68,2,3,3,8
14959,64,4,695.42,3,4,3,10
14960,8,2,221.27,5,3,1,9
14961,10,9,7044.68,5,5,5,15
14962,270,1,126.7,1,1,1,3
14963,9,5,1487.8,5,4,4,13
14964,247,1,206.21,1,1,1,3
14965,96,2,599.0,2,3,3,8
14966,14,1,191.32,4,1,1,6
14967,49,1,463.8,3,1,2,6
14968,30,1,147.59,4,1,1,6
14970,68,4,1592.06,3,4,4,11
14971,35,3,1116.57,3,3,4,10
14972,128,1,114.77,2,1,1,4
14973,107,3,1314.45,2,3,4,9
14974,37,1,114.39,3,1,1,5
14975,57,1,279.94,3,1,2,6
14976,57,7,790.86,3,5,3,11
14978,72,5,1931.42,2,4,4,10
14981,246,1,102.12,1,1,1,3
14984,19,2,213.27,4,3,1,8
14985,198,2,296.75,1,3,2,6
14987,15,2,326.4,4,3,2,9
14988,211,1,334.54,1,1,2,4
14995,38,2,233.23000000000002,3,3,1,7
14997,46,3,546.1999999999999,3,3,3,9
14998,170,2,429.87,2,3,2,7
15000,47,1,490.52,3,1,3,7
15002,115,4,1641.76,2,4,4,10
15004,147,1,1246.32,2,1,4,7
15005,15,28,6316.57,4,5,5,14
15006,51,1,502.09,3,1,3,7
15007,159,1,156.91,2,1,1,4
15009,12,3,1261.78,5,3,4,12
15010,35,1,308.94,3,1,2,6
15012,53,2,423.04,3,3,2,8
15014,43,2,260.17,3,3,2,8
15016,172,1,170.04,2,1,1,4
15017,33,1,125.58,3,1,1,5
15018,38,3,496.21000000000004,3,3,3,9
15019,266,1,266.0,1,1,2,4
15021,8,9,1914.82,5,5,4,14
15022,11,4,905.04,5,4,3,12
15023,3,11,6802.76,5,5,5,15
15024,9,10,1661.33,5,5,4,14
15025,33,1,377.01,3,1,2,6
15026,80,3,469.0,2,3,2,7
15027,30,4,1066.1499999999999,4,4,4,12
15028,8,4,627.13,5,4,3,12
15030,71,2,518.28,3,3,3,9
15031,4,4,668.14,5,4,3,12
15032,256,3,4959.1,1,3,5,9
15033,4,10,2586.67,5,5,5,15
15034,15,8,4308.61,4,5,5,14
15035,89,1,252.73000000000002,2,1,2,5
15036,72,3,465.55,2,3,2,7
15038,58,6,705.49,3,5,3,11
15039,9,47,19914.44,5,5,5,15
15041,170,1,180.35,2,1,1,4
15042,199,1,135.93,1,1,1,3
15043,31,1,537.0,4,1,3,8
15044,19,17,7700.2300000000005,4,5,5,14
15045,151,2,735.66,2,3,3,8
15046,9,15,5213.7699999999995,5,5,5,15
15047,269,1,343.62,1,1,2,4
15048,65,4,384.05,3,4,2,9
15049,273,1,121.17000000000002,1,1,1,3
15050,25,3,1782.09,4,3,4,11
15051,23,3,1391.61,4,3,4,11
15052,319,1,215.78,1,1,1,3
15053,4,3,697.79,5,3,3,11
15054,12,2,302.1,5,3,2,10
15057,275,2,1489.5,1,3,4,8
15058,25,11,2124.9900000000002,4,5,5,14
15059,40,9,1337.72,3,5,4,12
15060,8,4,303.09,5,4,2,11
15061,3,48,54534.14,5,5,5,15
15062,71,4,987.86,3,4,4,11
15063,213,1,370.79999999999995,1,1,2,4
15065,37,4,3158.13,3,4,5,12
15066,53,1,893.59,3,1,3,7
15067,78,3,1744.76,2,3,4,9
15068,46,2,553.36,3,3,3,9
15069,179,1,1109.53,2,1,4,7
15070,372,1,106.2,1,1,1,3
15071,93,2,982.07,2,3,4,9
15073,9,3,1043.41,5,3,4,12
15074,105,1,748.87,2,1,3,6
15075,77,1,773.03,2,1,3,6
15076,172,1,880.85,2,1,3,6
15078,7,32,9743.11,5,5,5,15
15079,212,4,895.61,1,4,3,8
15081,22,5,504.8,4,4,3,11
15083,256,1,88.2,1,1,1,3
15087,281,1,306.94,1,1,2,4
15088,21,2,1160.07,4,3,4,11
15089,10,6,2420.84,5,5,5,15
15090,308,1,381.32,1,1,2,4
15091,67,1,480.71,3,1,2,6
15092,215,2,457.81,1,3,2,6
15093,18,6,4597.02,4,5,5,14
15095,103,4,1370.6,2,4,4,10
15096,42,1,219.39000000000001,3,1,1,5
15097,4,1,248.08,5,1,1,7
15098,182,3,39916.5,1,3,5,9
15099,84,1,410.48,2,1,2,5
15100,333,3,876.0,1,3,3,7
15101,8,2,317.53,5,3,2,10
15103,31,2,703.36,4,3,3,10
15104,196,2,1027.44,1,3,4,8
15105,18,7,2298.93,4,5,5,14
15106,17,5,1422.52,4,4,4,12
15107,311,6,319.5,1,5,2,8
15108,141,4,1300.25,2,4,4,10
15109,245,1,484.95,1,1,2,4
15110,23,4,996.1,4,4,4,12
15111,29,3,1567.48,4,3,4,11
15113,9,3,3609.33,5,3,5,13
15114,30,10,2760.56,4,5,5,14
15115,18,1,340.11,4,1,2,7
15116,17,4,1352.75,4,4,4,12
15117,14,5,1551.78,4,4,4,12
15118,134,1,244.8,2,1,1,4
15119,245,1,266.4,1,1,2,4
15120,133,1,358.82,2,1,2,5
15121,50,2,457.72,3,3,2,8
15122,114,3,1633.78,2,3,4,9
15123,7,2,2199.31,5,3,5,13
15124,22,2,184.19,4,3,1,8
15125,25,15,11528.48,4,5,5,14
15127,65,1,406.53,3,1,2,6
15128,60,4,1471.0,3,4,4,11
15129,50,11,3447.4,3,5,5,13
15130,169,1,330.11,2,1,2,5
15132,18,5,977.9300000000001,4,4,4,12
15133,127,3,982.42,2,3,4,9
15134,14,8,1387.99,4,5,4,13
15135,239,1,139.05,1,1,1,3
15136,2,4,1286.7,5,4,4,13
15139,239,2,178.96,1,3,1,5
15140,52,7,2354.25,3,5,5,13
15142,46,1,498.74,3,1,3,7
15143,225,1,259.45,1,1,2,4
15144,8,17,6580.44,5,5,5,15
15145,4,4,1194.73,5,4,4,13
15146,164,2,1327.16,2,3,4,9
15147,240,1,623.5,1,1,3,5
15148,10,1,301.29,5,1,2,8
15149,133,1,520.8000000000001,2,1,3,6
15150,17,10,5314.47,4,5,5,14
15152,9,13,4745.69,5,5,5,15
15153,31,1,329.25,4,1,2,7
15154,75,1,296.42,2,1,2,5
15156,1,3,961.49,5,3,4,12
15157,3,3,1936.07,5,3,4,12
15158,45,1,401.40000000000003,3,1,2,6
15159,1,30,18641.010000000002,5,5,5,15
15160,357,1,158.16,1,1,1,3
15163,18,2,304.47,4,3,2,9
15164,68,3,843.05,3,3,3,9
15165,373,1,487.75,1,1,2,4
15167,320,1,163.0,1,1,1,3
15168,25,1,106.56,4,1,1,6
15171,331,1,1289.5,1,1,4,6
15172,8,5,1624.05,5,4,4,13
15174,322,1,135.75,1,1,1,3
15175,71,1,224.14,3,1,1,5
15178,260,1,40.5,1,1,1,3
15179,18,5,2206.95,4,4,5,13
15180,367,1,87.5,1,1,1,3
15181,66,3,689.4799999999999,3,3,3,9
15182,154,2,622.85,2,3,3,8
15184,29,2,406.76,4,3,2,9
15185,70,1,310.62,3,1,2,6
15186,14,2,411.41,4,3,2,9
15187,1,16,4777.18,5,5,5,15
15189,1,41,16225.39,5,5,5,15
15192,119,3,1044.32,2,3,4,9
15193,60,1,499.32,3,1,3,7
15194,3,15,7616.53,5,5,5,15
15195,2,1,3861.0,5,1,5,11
15197,10,3,1079.6100000000001,5,3,4,12
15198,92,2,193.64,2,3,1,6
15199,59,4,1268.7,3,4,4,11
15201,87,5,1236.54,2,4,4,10
15203,25,6,1827.8,4,5,4,13
15204,357,1,316.58,1,1,2,4
15205,85,2,653.24,2,3,3,8
15206,10,4,420.29999999999995,5,4,2,11
15208,1,5,870.12,5,4,3,12
15210,225,1,331.18,1,1,2,4
15211,60,2,894.4100000000001,3,3,3,9
15212,241,1,101.8,1,1,1,3
15213,318,2,328.35,1,3,2,6
15214,1,8,1661.44,5,5,4,14
15215,46,3,734.94,3,3,3,9
15216,87,1,96.6,2,1,1,4
15218,10,11,5756.89,5,5,5,15
15219,176,1,305.75,2,1,2,5
